cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year
02B,02B001049,2B207,PENTA-DI-CASINCA,,,,02B00105780,2021-11-23,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,11,2021
02B,02B001049,2B207,PENTA-DI-CASINCA,,,,02B00105781,2021-10-11,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,10,2021
02B,02B001061,2B346,VESCOVATO,02B001058,RESERVOIR VESCOVATO BENGALE,33 %,02B00103355,2021-03-11,06h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,3,2021
02B,02B001061,2B346,VESCOVATO,02B001058,RESERVOIR VESCOVATO BENGALE,33 %,02B00103356,2021-07-19,06h25,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,N,7,2021
02B,02B001061,2B207,PENTA-DI-CASINCA,02B001060,STATION CHLORATION FIUMALTO,34 %,02B00103359,2021-02-16,06h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau incrustante.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,N,2,2021
02B,02B001061,2B346,VESCOVATO,02B001059,STATION CHLORATION FORAGE ST JUST,33 %,02B00103362,2021-01-18,05h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,1,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00103363,2021-01-18,06h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,1,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00103364,2021-06-03,05h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,6,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00103365,2021-02-16,05h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,2,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00103366,2021-03-11,06h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,3,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00103367,2021-04-21,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,4,2021
02B,02B001061,2B207,PENTA-DI-CASINCA,02B001060,STATION CHLORATION FIUMALTO,34 %,02B00104413,2021-06-28,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,6,2021
02B,02B001061,2B346,VESCOVATO,02B001059,STATION CHLORATION FORAGE ST JUST,33 %,02B00104416,2021-07-19,06h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau agressive.,SI CASINCA,KYRNOLIA,SI CASINCA,N,C,C,N,7,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00104417,2021-09-23,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,9,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00104418,2021-07-19,06h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,7,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00104419,2021-06-28,05h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,N,6,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00104420,2021-09-02,06h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,9,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00105778,2021-11-23,06h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,11,2021
02B,02B001061,2B346,VESCOVATO,,,,02B00105779,2021-10-11,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SI CASINCA,KYRNOLIA,SI CASINCA,C,C,C,C,10,2021
02B,02B001070,2B286,SORBO-OCAGNANO,02B001069,RESERVOIR OCAGNANO,100 %,02B00103469,2021-01-26,06h25,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme.,SORBO OCAGNANO,KYRNOLIA,MAIRIE DE SORBO OCAGNANO,C,C,C,N,1,2021
02B,02B001070,2B286,SORBO-OCAGNANO,,,,02B00103470,2021-04-08,08h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SORBO OCAGNANO,KYRNOLIA,MAIRIE DE SORBO OCAGNANO,C,C,C,C,4,2021
02B,02B001070,2B286,SORBO-OCAGNANO,02B001069,RESERVOIR OCAGNANO,100 %,02B00104499,2021-06-17,06h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SORBO OCAGNANO,KYRNOLIA,MAIRIE DE SORBO OCAGNANO,C,C,C,C,6,2021
02B,02B001070,2B286,SORBO-OCAGNANO,,,,02B00104500,2021-08-31,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SORBO OCAGNANO,KYRNOLIA,MAIRIE DE SORBO OCAGNANO,C,C,C,C,8,2021
02B,02B001070,2B286,SORBO-OCAGNANO,,,,02B00105849,2021-10-07,06h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SORBO OCAGNANO,KYRNOLIA,MAIRIE DE SORBO OCAGNANO,C,C,C,C,10,2021
02B,02B001074,2B153,MANSO,,,,02B00102762,2021-03-04,07h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,MANSO,MAIRIE DE MANSO,MAIRIE DE MANSO,C,C,C,N,3,2021
02B,02B001074,2B153,MANSO,02B001037,STATION CHLORATION MANSO,100 %,02B00103257,2021-04-29,07h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,SIVU ACQUA DI U FILOSORMA,SIVU ACQUA DI U FILOSORMA,SIVU ACQUA DI U FILOSORMA,C,C,N,N,4,2021
02B,02B001074,2B153,MANSO,,,,02B00103883,2021-07-07,09h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices.,MANSO,MAIRIE DE MANSO,MAIRIE DE MANSO,C,C,N,C,7,2021
02B,02B001074,2B153,MANSO,02B001037,STATION CHLORATION MANSO,100 %,02B00104330,2021-08-05,10h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SIVU ACQUA DI U FILOSORMA,SIVU ACQUA DI U FILOSORMA,SIVU ACQUA DI U FILOSORMA,C,C,C,C,8,2021
02B,02B001074,2B153,MANSO,,,,02B00105483,2021-09-14,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,MANSO,MAIRIE DE MANSO,MAIRIE DE MANSO,C,C,N,N,9,2021
02B,02B001075,2B121,GALERIA,02B001039,RESERVOIR DES CINQ ARCADES,100 %,02B00102707,2021-03-04,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,GALERIA,MAIRIE DE GALERIA,MAIRIE DE GALERIA,C,C,C,N,3,2021
02B,02B001075,2B121,GALERIA,,,,02B00102708,2021-03-04,06h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,GALERIA,MAIRIE DE GALERIA,MAIRIE DE GALERIA,C,C,C,N,3,2021
02B,02B001075,2B121,GALERIA,,,,02B00102709,2021-04-29,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,GALERIA,MAIRIE DE GALERIA,MAIRIE DE GALERIA,C,C,N,N,4,2021
02B,02B001075,2B121,GALERIA,02B001039,RESERVOIR DES CINQ ARCADES,100 %,02B00103830,2021-09-14,07h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,GALERIA,MAIRIE DE GALERIA,MAIRIE DE GALERIA,N,C,N,N,9,2021
02B,02B001075,2B121,GALERIA,,,,02B00103832,2021-07-07,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,GALERIA,MAIRIE DE GALERIA,MAIRIE DE GALERIA,C,C,C,N,7,2021
02B,02B001075,2B121,GALERIA,,,,02B00105458,2021-09-14,08h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,GALERIA,MAIRIE DE GALERIA,MAIRIE DE GALERIA,N,C,N,N,9,2021
02B,02B001075,2B121,GALERIA,,,,02B00105459,2021-10-25,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,GALERIA,MAIRIE DE GALERIA,MAIRIE DE GALERIA,C,C,C,N,10,2021
02B,02B001088,2B354,VIVARIO,02B001085,STATION TRAITEMENT OMENINO,100 %,02B00103163,2021-03-31,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. pH hors norme. Eau agressive. Eau faiblement minéralisée.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,3,2021
02B,02B001088,2B354,VIVARIO,,,,02B00103166,2021-02-22,08h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. pH hors norme. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,N,C,N,N,2,2021
02B,02B001088,2B354,VIVARIO,,,,02B00103167,2021-03-31,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,3,2021
02B,02B001088,2B354,VIVARIO,02B001085,STATION TRAITEMENT OMENINO,100 %,02B00104244,2021-09-14,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,9,2021
02B,02B001088,2B354,VIVARIO,,,,02B00104247,2021-06-07,08h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,6,2021
02B,02B001088,2B354,VIVARIO,,,,02B00104248,2021-09-14,09h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,9,2021
02B,02B001088,2B354,VIVARIO,,,,02B00105681,2021-10-19,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,10,2021
02B,02B001089,2B354,VIVARIO,02B001086,RESERVOIR VIZZAVONA,100 %,02B00103162,2021-03-31,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,3,2021
02B,02B001089,2B354,VIVARIO,,,,02B00103165,2021-02-22,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,2,2021
02B,02B001089,2B354,VIVARIO,02B001086,RESERVOIR VIZZAVONA,100 %,02B00104243,2021-09-14,08h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,N,C,N,N,9,2021
02B,02B001089,2B354,VIVARIO,,,,02B00104246,2021-06-07,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,6,2021
02B,02B001089,2B354,VIVARIO,,,,02B00105680,2021-10-19,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VIVARIO,MAIRIE DE VIVARIO,MAIRIE DE VIVARIO,C,C,C,N,10,2021
02B,02B001094,2B219,PIEDICROCE,,,,02B00102889,2021-04-12,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIEDICROCE,MAIRIE DE PIEDICROCE,MAIRIE DE PIEDICROCE,C,C,C,N,4,2021
02B,02B001094,2B222,PIE-D'OREZZA,02B001102,REGARD REPARTITEUR PIE D'OREZA,100 %,02B00102893,2021-04-12,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,C,C,C,C,4,2021
02B,02B001094,2B219,PIEDICROCE,,,,02B00104072,2021-07-05,07h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIEDICROCE,MAIRIE DE PIEDICROCE,MAIRIE DE PIEDICROCE,N,C,N,N,7,2021
02B,02B001094,2B219,PIEDICROCE,,,,02B00105545,2021-12-07,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIEDICROCE,MAIRIE DE PIEDICROCE,MAIRIE DE PIEDICROCE,C,C,C,N,12,2021
02B,02B001095,2B063,CARCHETO-BRUSTICO,02B000562,RESERVOIR CARCHETO,100 %,02B00102609,2021-04-28,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CARCHETO BRUSTICO,MAIRIE DE CARCHETO-BRUSTICO,MAIRIE DE CARCHETO-BRUSTICO,C,C,C,N,4,2021
02B,02B001095,2B219,PIEDICROCE,,,,02B00102888,2021-04-12,07h35,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIEDICROCE,MAIRIE DE PIEDICROCE,MAIRIE DE PIEDICROCE,C,C,C,N,4,2021
02B,02B001095,2B219,PIEDICROCE,,,,02B00104071,2021-07-05,08h25,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIEDICROCE,MAIRIE DE PIEDICROCE,MAIRIE DE PIEDICROCE,C,C,C,N,7,2021
02B,02B001095,2B219,PIEDICROCE,,,,02B00105544,2021-12-07,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. La teneur en chlore libre est insuffisante. Eau faiblement minéralisée.,PIEDICROCE,MAIRIE DE PIEDICROCE,MAIRIE DE PIEDICROCE,C,C,C,N,12,2021
02B,02B001103,2B222,PIE-D'OREZZA,02B001101,RESERVOIR PIE D'OREZZA,100 %,02B00102894,2021-04-12,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,C,C,C,C,4,2021
02B,02B001103,2B222,PIE-D'OREZZA,,,,02B00104076,2021-08-05,06h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,C,C,C,C,8,2021
02B,02B001103,2B222,PIE-D'OREZZA,02B001101,RESERVOIR PIE D'OREZZA,100 %,02B00104077,2021-07-05,06h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,C,C,C,C,7,2021
02B,02B001103,2B222,PIE-D'OREZZA,,,,02B00105548,2021-12-07,07h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,C,C,C,C,12,2021
02B,02B001104,2B222,PIE-D'OREZZA,02B001102,REGARD REPARTITEUR PIE D'OREZA,100 %,02B00102893,2021-04-12,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,C,C,C,C,4,2021
02B,02B001104,2B222,PIE-D'OREZZA,,,,02B00104079,2021-07-05,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,C,C,C,C,7,2021
02B,02B001104,2B222,PIE-D'OREZZA,,,,02B00105549,2021-12-07,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,MAIRIE DE PIE D'OREZZA,C,C,N,C,12,2021
02B,02B001119,2B171,MURACCIOLE,02B001118,RESERVOIR MURACCIOLE,100 %,02B00102798,2021-03-31,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,MURACCIOLE,MAIRIE DE MURACCIOLE,MAIRIE DE MURACCIOLE,C,C,C,N,3,2021
02B,02B001119,2B171,MURACCIOLE,,,,02B00102799,2021-02-22,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,MURACCIOLE,MAIRIE DE MURACCIOLE,MAIRIE DE MURACCIOLE,C,C,C,N,2,2021
02B,02B001119,2B171,MURACCIOLE,,,,02B00103923,2021-06-07,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,MURACCIOLE,MAIRIE DE MURACCIOLE,MAIRIE DE MURACCIOLE,C,C,C,N,6,2021
02B,02B001119,2B171,MURACCIOLE,,,,02B00105502,2021-10-19,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,MURACCIOLE,MAIRIE DE MURACCIOLE,MAIRIE DE MURACCIOLE,C,C,C,N,10,2021
02B,02B001125,2B077,CASTELLARE-DI-CASINCA,02B001123,RESERVOIR CASTELLARE ANCIEN,100 %,02B00102626,2021-01-26,05h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,CASTELLARE DI CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,C,C,C,N,1,2021
02B,02B001125,2B077,CASTELLARE-DI-CASINCA,,,,02B00102627,2021-04-08,06h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CASTELLARE DI CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,C,C,C,C,4,2021
02B,02B001125,2B077,CASTELLARE-DI-CASINCA,02B001123,RESERVOIR CASTELLARE ANCIEN,100 %,02B00103757,2021-06-17,06h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CASTELLARE DI CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,C,C,C,N,6,2021
02B,02B001125,2B077,CASTELLARE-DI-CASINCA,,,,02B00103758,2021-07-20,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CASTELLARE DI CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,C,C,C,C,7,2021
02B,02B001125,2B077,CASTELLARE-DI-CASINCA,,,,02B00105420,2021-10-07,06h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CASTELLARE DI CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,MAIRIE DE CASTELLARE-DI-CASINCA,C,C,N,C,10,2021
