cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,latitude,longitude,month,year
02A,02A000924,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00112430,2023-01-18,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,1,2023
02A,02A000924,2A228,PIETROSELLA,,,,02A00112486,2023-02-07,08h30,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE DE PIETROSELLA,KYRNOLIA CEO BALEONE,MAIRIE DE PIETROSELLA,C,C,C,N,41.8353888,8.8459949,2,2023
02A,02A000924,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00112720,2023-03-06,10h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations. La turbidité est à surveiller.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,3,2023
02A,02A000924,2A228,PIETROSELLA,,,,02A00112799,2023-03-14,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIETROSELLA,KYRNOLIA CEO BALEONE,MAIRIE DE PIETROSELLA,C,C,C,N,41.8353888,8.8459949,3,2023
02A,02A000924,2A228,PIETROSELLA,,,,02A00113179,2023-04-20,10h28,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIETROSELLA,KYRNOLIA CEO BALEONE,MAIRIE DE PIETROSELLA,C,C,C,N,41.8353888,8.8459949,4,2023
02A,02A000924,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00113217,2023-05-12,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,5,2023
02A,02A000924,2A228,PIETROSELLA,,,,02A00113224,2023-05-12,07h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIETROSELLA,KYRNOLIA CEO BALEONE,MAIRIE DE PIETROSELLA,C,C,C,N,41.8353888,8.8459949,5,2023
02A,02A000924,2A228,PIETROSELLA,,,,02A00113365,2023-06-09,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIETROSELLA,KYRNOLIA CEO BALEONE,MAIRIE DE PIETROSELLA,C,C,C,N,41.8353888,8.8459949,6,2023
02A,02A000924,2A228,PIETROSELLA,,,,02A00113590,2023-07-07,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE DE PIETROSELLA,KYRNOLIA CEO BALEONE,MAIRIE DE PIETROSELLA,C,C,C,N,41.8353888,8.8459949,7,2023
02A,02A000924,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00114502,2023-08-28,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,8,2023
02A,02A000925,2A098,COTI-CHIAVARI,,,,02A00112524,2023-02-08,09h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE COTI-CHIAVARI,O.E.H.C SIÈGE SOCIAL,MAIRIE DE COTI-CHIAVARI,C,C,C,C,41.76710195,8.757900344560234,2,2023
02A,02A000925,2A098,COTI-CHIAVARI,02A000927,TTP COTI,100 %,02A00113216,2023-05-12,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE COTI-CHIAVARI,O.E.H.C SIÈGE SOCIAL,MAIRIE DE COTI-CHIAVARI,C,C,C,C,41.76710195,8.757900344560234,5,2023
02A,02A000925,2A098,COTI-CHIAVARI,,,,02A00114636,2023-08-28,10h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE COTI-CHIAVARI,O.E.H.C SIÈGE SOCIAL,MAIRIE DE COTI-CHIAVARI,C,C,C,C,41.76710195,8.757900344560234,8,2023
02A,02A000931,2A017,APPIETTO,,,,02A00112643,2023-03-02,10h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.0141295,8.768039,3,2023
02A,02A000931,2A048,CALCATOGGIO,02A000932,UNITE STERILISATION PEVANI,100 %,02A00112726,2023-03-09,12h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SIVOM DE LA CINARCA ET DU LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,3,2023
02A,02A000931,2A048,CALCATOGGIO,02A000932,UNITE STERILISATION PEVANI,100 %,02A00113250,2023-05-04,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SIVOM DE LA CINARCA ET DU LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,5,2023
02A,02A000931,2A017,APPIETTO,,,,02A00113272,2023-06-01,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.0141295,8.768039,6,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112305,2023-01-03,08h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112306,2023-01-03,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112310,2023-01-03,09h45,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112311,2023-01-03,09h35,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112313,2023-01-03,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112314,2023-01-03,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112315,2023-01-03,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112382,2023-01-17,09h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112383,2023-01-17,10h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112384,2023-01-17,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A004,AJACCIO,02A001892,USINE CONFINA,100 %,02A00112433,2023-01-17,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,1,2023
02A,02A000933,2A017,APPIETTO,,,,02A00112467,2023-02-02,09h09,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.0141295,8.768039,2,2023
02A,02A000933,2A017,APPIETTO,,,,02A00112468,2023-02-02,09h25,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.0141295,8.768039,2,2023
02A,02A000933,2A006,ALATA,,,,02A00112469,2023-02-02,08h30,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9768323,8.743383300000001,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112480,2023-02-07,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112481,2023-02-07,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112482,2023-02-07,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112483,2023-02-07,10h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,02A001892,USINE CONFINA,100 %,02A00112490,2023-02-07,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112598,2023-02-21,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112599,2023-02-21,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112600,2023-02-21,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112601,2023-02-21,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112602,2023-02-21,09h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112603,2023-02-21,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.92639910000001,8.7376029,2,2023
02A,02A000933,2A006,ALATA,,,,02A00112644,2023-03-02,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.9768323,8.743383300000001,3,2023
02A,02A000933,2A006,ALATA,,,,02A00112645,2023-03-02,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,41.9768323,8.743383300000001,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112670,2023-03-07,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112672,2023-03-07,11h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112673,2023-03-07,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112674,2023-03-07,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112784,2023-03-21,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112785,2023-03-21,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112786,2023-03-21,10h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112787,2023-03-21,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112788,2023-03-21,08h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112789,2023-03-21,09h46,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112790,2023-03-21,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,02A001892,USINE CONFINA,100 %,02A00112807,2023-03-14,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,3,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112880,2023-04-04,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112881,2023-04-04,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112882,2023-04-04,09h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112883,2023-04-04,09h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2023
02A,02A000933,2A004,AJACCIO,,,,02A00112884,2023-04-04,09h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.92639910000001,8.7376029,4,2023
02A,02A000933,2A006,ALATA,,,,02A00112892,2023-04-07,09h05,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9768323,8.743383300000001,4,2023
02A,02A000933,2A006,ALATA,,,,02A00112893,2023-04-07,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9768323,8.743383300000001,4,2023
